season,week,celebrity_name,simulated_vote_share,vote_percentage,avg_judge_score,status,num_valid_simulations,valid_percentage
1,1,John O'Hurley,0.190866,19.086643,6.666667,存活,100000,100.000000
1,1,Joey McIntyre,0.189683,18.968274,6.666667,存活,100000,100.000000
1,1,Evander Holyfield,0.171778,17.177771,6.000000,存活,100000,100.000000
1,1,Trista Sutter,0.167851,16.785095,6.000000,存活,100000,100.000000
1,1,Rachel Hunter,0.151151,15.115121,6.666667,存活,100000,100.000000
1,1,Kelly Monaco,0.128671,12.867096,4.333333,存活,100000,100.000000
1,2,John O'Hurley,0.436002,43.600166,8.666667,存活,45,0.045000
1,2,Rachel Hunter,0.277796,27.779559,8.000000,存活,45,0.045000
1,2,Evander Holyfield,0.256891,25.689054,4.666667,存活,45,0.045000
1,2,Kelly Monaco,0.010987,1.098701,5.666667,存活,45,0.045000
1,2,Joey McIntyre,0.009202,0.920242,7.000000,存活,45,0.045000
1,2,Trista Sutter,0.009123,0.912279,6.333333,淘汰,45,0.045000
1,3,Kelly Monaco,0.260873,26.087343,7.000000,存活,80250,80.250000
1,3,John O'Hurley,0.221322,22.132164,8.000000,存活,80250,80.250000
1,3,Joey McIntyre,0.203338,20.333774,7.333333,存活,80250,80.250000
1,3,Rachel Hunter,0.190128,19.012761,8.666667,存活,80250,80.250000
1,3,Evander Holyfield,0.124340,12.433958,4.333333,淘汰,80250,80.250000
1,4,John O'Hurley,0.490685,49.068461,7.000000,存活,4028,4.028000
1,4,Joey McIntyre,0.475599,47.559880,6.666667,存活,4028,4.028000
1,4,Kelly Monaco,0.018667,1.866732,8.666667,存活,4028,4.028000
1,4,Rachel Hunter,0.015049,1.504926,8.333333,淘汰,4028,4.028000
1,5,Kelly Monaco,0.403177,40.317655,7.833333,存活,73875,73.875000
1,5,John O'Hurley,0.331396,33.139585,9.000000,存活,73875,73.875000
1,5,Joey McIntyre,0.265428,26.542759,7.500000,淘汰,73875,73.875000
1,6,Kelly Monaco,0.502261,50.226104,9.166667,淘汰,100000,100.000000
1,6,John O'Hurley,0.497739,49.773896,9.000000,淘汰,100000,100.000000
2,1,Tatum O'Neal,0.100000,10.000000,7.666667,存活,0,0.000000
2,1,Tia Carrere,0.100000,10.000000,6.666667,存活,0,0.000000
2,1,George Hamilton,0.100000,10.000000,6.000000,存活,0,0.000000
2,1,Lisa Rinna,0.100000,10.000000,6.333333,存活,0,0.000000
2,1,Stacy Keibler,0.100000,10.000000,7.333333,存活,0,0.000000
2,1,Jerry Rice,0.100000,10.000000,7.000000,存活,0,0.000000
2,1,Giselle Fernandez,0.100000,10.000000,7.666667,存活,0,0.000000
2,1,Master P,0.100000,10.000000,4.000000,存活,0,0.000000
2,1,Drew Lachey,0.100000,10.000000,8.000000,存活,0,0.000000
2,1,Kenny Mayne,0.100000,10.000000,4.333333,淘汰,0,0.000000
2,2,Stacy Keibler,0.155521,15.552090,9.666667,存活,22198,22.198000
2,2,Drew Lachey,0.146352,14.635167,9.000000,存活,22198,22.198000
2,2,Jerry Rice,0.125764,12.576419,7.666667,存活,22198,22.198000
2,2,Tia Carrere,0.123451,12.345104,7.333333,存活,22198,22.198000
2,2,George Hamilton,0.123231,12.323126,7.333333,存活,22198,22.198000
2,2,Lisa Rinna,0.112904,11.290444,6.666667,存活,22198,22.198000
2,2,Giselle Fernandez,0.102009,10.200949,8.000000,存活,22198,22.198000
2,2,Master P,0.094478,9.447753,5.333333,存活,22198,22.198000
2,2,Tatum O'Neal,0.016289,1.628947,5.666667,淘汰,22198,22.198000
2,3,Drew Lachey,0.153958,15.395816,9.000000,存活,4864,4.864000
2,3,Jerry Rice,0.153839,15.383885,6.333333,存活,4864,4.864000
2,3,Stacy Keibler,0.153471,15.347146,9.000000,存活,4864,4.864000
2,3,Tia Carrere,0.145101,14.510143,8.666667,存活,4864,4.864000
2,3,Lisa Rinna,0.143765,14.376472,8.333333,存活,4864,4.864000
2,3,George Hamilton,0.130797,13.079695,7.333333,存活,4864,4.864000
2,3,Master P,0.115767,11.576733,4.666667,存活,4864,4.864000
2,3,Giselle Fernandez,0.003301,0.330110,7.333333,淘汰,4864,4.864000
2,4,Drew Lachey,0.166817,16.681742,9.333333,存活,78640,78.640000
2,4,George Hamilton,0.166114,16.611372,7.000000,存活,78640,78.640000
2,4,Lisa Rinna,0.158679,15.867856,8.666667,存活,78640,78.640000
2,4,Tia Carrere,0.155251,15.525083,8.333333,存活,78640,78.640000
2,4,Stacy Keibler,0.154854,15.485421,8.666667,存活,78640,78.640000
2,4,Jerry Rice,0.146906,14.690557,8.000000,存活,78640,78.640000
2,4,Master P,0.051380,5.137969,2.666667,淘汰,78640,78.640000
2,5,Stacy Keibler,0.192918,19.291850,10.000000,存活,97937,97.937000
2,5,Drew Lachey,0.176553,17.655250,9.000000,存活,97937,97.937000
2,5,Lisa Rinna,0.166917,16.691701,8.333333,存活,97937,97.937000
2,5,George Hamilton,0.162630,16.263020,8.000000,存活,97937,97.937000
2,5,Jerry Rice,0.154405,15.440532,7.666667,存活,97937,97.937000
2,5,Tia Carrere,0.146576,14.657646,7.333333,淘汰,97937,97.937000
2,6,Drew Lachey,0.223608,22.360790,10.000000,存活,99685,99.685000
2,6,Stacy Keibler,0.222566,22.256581,10.000000,存活,99685,99.685000
2,6,Lisa Rinna,0.204774,20.477376,9.000000,存活,99685,99.685000
2,6,George Hamilton,0.175756,17.575627,7.666667,淘汰,99685,99.685000
2,6,Jerry Rice,0.173296,17.329625,7.666667,存活,99685,99.685000
2,7,Stacy Keibler,0.361539,36.153947,9.166667,存活,19598,19.598000
2,7,Drew Lachey,0.359989,35.998903,9.166667,存活,19598,19.598000
2,7,Jerry Rice,0.271405,27.140485,6.833333,存活,19598,19.598000
2,7,Lisa Rinna,0.007067,0.706665,8.833333,淘汰,19598,19.598000
2,8,Drew Lachey,0.344125,34.412478,9.666600,淘汰,100000,100.000000
2,8,Stacy Keibler,0.337468,33.746777,9.555500,淘汰,100000,100.000000
2,8,Jerry Rice,0.318407,31.840745,8.888867,淘汰,100000,100.000000
3,1,Mario Lopez,0.121054,12.105418,8.666667,存活,30475,30.475000
3,1,Emmitt Smith,0.117810,11.780994,8.000000,存活,30475,30.475000
3,1,Vivica A. Fox,0.111113,11.111280,7.333333,存活,30475,30.475000
3,1,Willa Ford,0.110597,11.059665,7.333333,存活,30475,30.475000
3,1,Joey Lawrence,0.106455,10.645470,7.000000,存活,30475,30.475000
3,1,Monique Coleman,0.096269,9.626932,6.333333,存活,30475,30.475000
3,1,Shanna Moakler,0.088638,8.863783,6.000000,存活,30475,30.475000
3,1,Harry Hamlin,0.086463,8.646294,5.666667,存活,30475,30.475000
3,1,Sara Evans,0.075608,7.560817,5.000000,存活,30475,30.475000
3,1,Jerry Springer,0.062634,6.263403,5.333333,存活,30475,30.475000
3,1,Tucker Carlson,0.023359,2.335943,4.000000,淘汰,30475,30.475000
3,2,Joey Lawrence,0.128402,12.840154,9.666667,存活,8154,8.154000
3,2,Mario Lopez,0.119771,11.977066,7.000000,存活,8154,8.154000
3,2,Harry Hamlin,0.119753,11.975258,7.000000,存活,8154,8.154000
3,2,Sara Evans,0.118629,11.862915,7.000000,存活,8154,8.154000
3,2,Monique Coleman,0.116416,11.641645,8.666667,存活,8154,8.154000
3,2,Vivica A. Fox,0.105913,10.591265,8.000000,存活,8154,8.154000
3,2,Emmitt Smith,0.104337,10.433715,8.000000,存活,8154,8.154000
3,2,Willa Ford,0.101157,10.115742,7.666667,存活,8154,8.154000
3,2,Jerry Springer,0.083385,8.338540,6.333333,存活,8154,8.154000
3,2,Shanna Moakler,0.002237,0.223699,7.333333,淘汰,8154,8.154000
3,3,Vivica A. Fox,0.136287,13.628678,9.000000,存活,9253,9.253000
